name,type,category,power,accuracy,flavor
Last Resort,Normal,Physical,140,100,This move can be used only after the user has used all the other moves it knows in the battle.
Worry Seed,Grass,Status,0,100,A seed that causes worry is planted on the foe. It prevents sleep by making its ability Insomnia.|A seed that causes worry is planted on the target. It prevents sleep by making its Ability Insomnia.|A seed that causes worry is planted on the target. It prevents sleep by making the target’s Ability Insomnia.
Sucker Punch,Dark,Physical,70,100,"This move enables the user to attack first. It fails if the foe is not readying an attack, however.|This move enables the user to attack first. It fails if the target is not readying an attack, however.|This move enables the user to attack first. This move fails if the target is not readying an attack."
Toxic Spikes,Poison,Status,0,100,The user lays a trap of poison spikes at the foe’s feet. They poison foes that switch into battle.|The user lays a trap of poison spikes at the opponent’s feet. They poison opponents that switch into battle.|The user lays a trap of poison spikes at the opposing team’s feet. They poison opposing Pokémon that switch into battle.|The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.
Heart Swap,Psychic,Status,0,100,"The user employs its psychic power to switch stat changes with the foe. |The user employs its psychic power to switch stat changes with the target.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Aqua Ring,Water,Status,0,100,The user envelops itself in a veil made of water. It regains some HP on every turn.|The user envelops itself in a veil made of water. It regains some HP every turn.
Magnet Rise,Electric,Status,0,100,The user levitates using electrically generated magnetism for five turns. |The user levitates using electrically generated magnetism for five turns.
Flare Blitz,Fire,Physical,120,100,"The user cloaks itself in fire and charges at the foe. The user sustains serious damage, too.|The user cloaks itself in fire and charges at the target. The user sustains serious damage and may leave the target burned.|The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This may leave the target with a burn.|The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This attack may leave the target with a burn."
Force Palm,Fighting,Physical,60,100,The foe is attacked with a shock wave. It may also leave the target paralyzed. |The target is attacked with a shock wave. It may also leave the target with paralysis.|The target is attacked with a shock wave. This may also leave the target with paralysis.
Aura Sphere,Fighting,Special,80,100,The user looses a blast of aura power from deep within its body. This move is certain to hit.|The user looses a blast of aura power from deep within its body at the target. This move is certain to hit.|The user lets loose a blast of aura power from deep within its body at the target. This attack never misses.
Rock Polish,Rock,Status,0,100,The user polishes its body to reduce drag. It can sharply raise the Speed stat. |The user polishes its body to reduce drag. It can sharply raise the Speed stat.|The user polishes its body to reduce drag. This can sharply raise the Speed stat.|The user polishes its body to reduce drag. This sharply raises the Speed stat.
Poison Jab,Poison,Physical,80,100,"The foe is stabbed with a tentacle or arm steeped in poison. It may also poison the foe.|The target is stabbed with a tentacle or arm steeped in poison. It may also poison the target.|The target is stabbed with a tentacle or arm steeped in poison. This may also poison the target.|The target is stabbed with a tentacle, arm, or the like steeped in poison. This may also poison the target."
Dark Pulse,Dark,Special,80,100,The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch.|The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch.
Night Slash,Dark,Physical,70,100,The user slashes the foe the instant an opportunity arises. It has a high critical-hit ratio.|The user slashes the target the instant an opportunity arises. Critical hits land more easily.
Aqua Tail,Water,Physical,90,90,The user attacks by swinging its tail as if it were a vicious wave in a raging storm. |The user attacks by swinging its tail as if it were a vicious wave in a raging storm.
Seed Bomb,Grass,Physical,80,100,The user slams a barrage of hard- shelled seeds down on the foe from above.|The user slams a barrage of hard-shelled seeds down on the target from above.
Air Slash,Flying,Special,75,95,The user attacks with a blade of air that slices even the sky. It may also make the target flinch.|The user attacks with a blade of air that slices even the sky. This may also make the target flinch.
X Scissor,Bug,Physical,80,100,The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors.|The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.
Bug Buzz,Bug,Special,90,100,The user vibrates its wings to generate a damaging sound wave. It may also lower the foe’s Sp. Def stat.|The user vibrates its wings to generate a damaging sound wave. It may also lower the target’s Sp. Def stat.|The user vibrates its wings to generate a damaging sound wave. This may also lower the target’s Sp. Def stat.|The user generates a damaging sound wave by vibration. This may also lower the target’s Sp. Def stat.
Dragon Pulse,Dragon,Special,85,100,The foe is attacked with a shock wave generated by the user’s gaping mouth. |The target is attacked with a shock wave generated by the user’s gaping mouth.
Dragon Rush,Dragon,Physical,100,75,The user tackles the foe while exhibiting overwhelming menace. It may also make the target flinch.|The user tackles the target while exhibiting overwhelming menace. It may also make the target flinch.|The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.
Power Gem,Rock,Special,80,100,The user attacks with a ray of light that sparkles as if it were made of gemstones. |The user attacks with a ray of light that sparkles as if it were made of gemstones.
