name,abilities,moves,levels,tms,trs
Timburr,Guts-Sheer Force-Iron Fist,Pound-Leer-Focus Energy-Bide-Low Kick-Rock Throw-Wake Up Slap-Chip Away-Bulk Up-Rock Slide-Dynamic Punch-Scary Face-Hammer Arm-Stone Edge-Focus Punch-Superpower,1-1-4-8-12-16-20-24-28-31-34-37-40-43-46-49,1-6-8-10-11-12-17-18-21-23-27-31-32-39-42-44-45-47-48-52-56-59-66-71-80-84-86-87-88-90-100,7-13-20-21-26-27-37-39-48-57-64-75-77-85
Gurdurr,Guts-Sheer Force-Iron Fist,Bide-Focus Energy-Pound-Leer-Low Kick-Rock Throw-Wake Up Slap-Chip Away-Bulk Up-Rock Slide-Dynamic Punch-Scary Face-Hammer Arm-Stone Edge-Focus Punch-Superpower,1-1-1-1-12-16-20-24-29-33-37-41-45-49-53-57,1-6-8-10-11-12-17-18-21-23-27-31-32-39-42-44-45-47-48-52-56-59-66-71-80-84-86-87-88-90-100,7-13-20-21-26-27-37-39-48-53-57-64-75-77-85-94
Conkeldurr,Guts-Sheer Force-Iron Fist,Bide-Focus Energy-Pound-Leer-Low Kick-Rock Throw-Wake Up Slap-Chip Away-Bulk Up-Rock Slide-Dynamic Punch-Scary Face-Hammer Arm-Stone Edge-Focus Punch-Superpower,1-1-1-1-12-16-20-24-29-33-37-41-45-49-53-57,1-6-8-10-11-12-15-17-18-21-23-26-27-31-32-39-42-44-45-47-48-52-56-59-66-68-71-78-80-84-86-87-88-90-100,7-10-13-20-21-26-27-37-39-48-53-57-64-75-77-85-94
Tympole,Swift Swim-Hydration-Water Absorb,Bubble-Growl-Supersonic-Round-Bubble Beam-Mud Shot-Aqua Ring-Uproar-Muddy Water-Rain Dance-Flail-Echoed Voice-Hydro Pump-Hyper Voice,1-1-5-9-12-16-20-23-27-31-34-38-42-45,6-7-10-17-18-21-27-32-34-36-42-44-45-48-49-55-83-87-88-90-94-100,3-4-20-22-26-27-35-42-45-67-78-84-91
Palpitoad,Swift Swim-Hydration-Water Absorb,Round-Supersonic-Bubble-Growl-Bubble Beam-Mud Shot-Aqua Ring-Uproar-Muddy Water-Rain Dance-Flail-Echoed Voice-Hydro Pump-Hyper Voice,1-1-1-1-12-16-20-23-28-33-37-42-47-51,6-7-10-17-18-21-27-32-34-36-42-44-45-48-49-55-78-83-87-88-90-94-100,3-4-20-22-26-27-35-42-45-67-72-76-78-84-91
Seismitoad,Swift Swim-Poison Touch-Water Absorb,Acid-Round-Supersonic-Bubble-Growl-Bubble Beam-Mud Shot-Aqua Ring-Uproar-Muddy Water-Rain Dance-Flail-Drain Punch-Echoed Voice-Hydro Pump-Hyper Voice,0-1-1-1-1-12-16-20-23-28-33-39-44-49-53-59,6-7-9-10-15-17-18-21-26-27-31-32-34-36-39-42-44-45-48-49-52-55-56-66-68-78-80-83-84-86-87-88-90-94-100,3-4-7-10-20-22-26-27-35-42-45-57-64-67-72-76-77-78-84-91-98
Throh,Guts-Inner Focus-Mold Breaker,Bide-Focus Energy-Mat Block-Leer-Bind-Seismic Toss-Vital Throw-Revenge-Storm Throw-Body Slam-Bulk Up-Circle Throw-Endure-Wide Guard-Superpower-Reversal,1-1-1-1-1-5-9-13-17-21-25-29-33-37-41-45,1-6-8-10-11-12-17-18-21-26-27-31-32-39-42-44-45-47-48-52-56-66-68-71-78-80-84-86-87-88-90-100,1-7-10-13-20-21-26-27-37-39-48-57-64-69-75-77-85
Sawk,Sturdy-Inner Focus-Mold Breaker,Bide-Rock Smash-Focus Energy-Leer-Double Kick-Low Sweep-Counter-Karate Chop-Brick Break-Bulk Up-Retaliate-Endure-Quick Guard-Close Combat-Reversal,1-1-1-1-5-9-13-17-21-25-29-33-37-41-45,1-6-8-10-11-12-17-18-21-26-27-31-32-39-42-44-45-47-48-52-56-66-68-71-78-80-84-86-87-88-90-100,7-10-13-20-21-26-27-37-39-48-53-57-64-69-75-77-85-95
Sewaddle,Swarm-Chlorophyll-Overcoat,Tackle-String Shot-Bug Bite-Razor Leaf-Struggle Bug-Endure-Sticky Web-Bug Buzz-Flail,1-1-8-15-22-29-31-36-43,4-6-10-11-16-17-20-21-22-27-32-42-44-45-48-53-66-85-86-87-88-90-96-100,
Swadloon,Leaf Guard-Chlorophyll-Overcoat,Protect-Grass Whistle-Bug Bite-Tackle-Razor Leaf-String Shot,0-1-1-1-1-1,4-6-10-11-16-17-20-21-22-27-32-42-44-45-48-53-66-85-86-87-88-90-96-100,
Leavanny,Swarm-Chlorophyll-Overcoat,Slash-Bug Bite-Tackle-Razor Leaf-String Shot-False Swipe-Struggle Bug-Fell Stinger-Helping Hand-Leaf Blade-X Scissor-Entrainment-Swords Dance-Leaf Storm,0-1-1-1-1-1-22-29-32-36-39-43-46-50,4-6-10-11-15-16-17-20-21-22-27-32-33-40-42-44-45-48-51-53-54-65-66-68-75-81-84-85-86-87-88-90-96-100,
Venipede,Poison Point-Swarm-Speed Boost,Defense Curl-Rollout-Poison Sting-Screech-Pursuit-Protect-Poison Tail-Bug Bite-Venoshock-Agility-Steamroller-Toxic-Venom Drench-Rock Climb-Double Edge,1-1-5-8-12-15-19-22-26-29-33-36-38-40-43,6-9-10-11-17-21-22-27-32-36-42-44-45-48-66-74-83-84-87-88-90-100,12-20-22-23-26-27-46-52-54-57-91
Whirlipede,Poison Point-Swarm-Speed Boost,Iron Defense-Defense Curl-Rollout-Poison Sting-Screech-Pursuit-Protect-Poison Tail-Bug Bite-Venoshock-Agility-Steamroller-Toxic-Venom Drench-Rock Climb-Double Edge,0-1-1-1-1-12-15-19-23-28-32-37-41-43-46-50,6-9-10-11-17-21-22-27-32-36-42-44-45-48-66-74-83-84-87-88-90-100,12-20-22-23-26-27-46-52-54-57-91
Scolipede,Poison Point-Swarm-Speed Boost,Baton Pass-Defense Curl-Megahorn-Rollout-Iron Defense-Poison Sting-Screech-Pursuit-Protect-Poison Tail-Bug Bite-Venoshock-Agility-Steamroller-Toxic-Venom Drench-Rock Climb-Double Edge,0-1-1-1-1-1-1-12-15-19-23-28-33-39-44-47-50-55,6-9-10-11-15-17-21-22-26-27-32-36-39-42-44-45-48-66-67-68-74-75-78-80-81-83-84-87-88-90-100,0-10-12-20-22-23-26-27-28-29-31-39-46-52-54-57-60-91-95
Cottonee,Prankster-Infiltrator-Chlorophyll,Absorb-Fairy Wind-Growth-Leech Seed-Stun Spore-Mega Drain-Cotton Spore-Razor Leaf-Poison Powder-Giga Drain-Charm-Helping Hand-Energy Ball-Cotton Guard-Sunny Day-Endeavor-Solar Beam,1-1-4-8-10-13-17-19-22-26-28-31-35-37-40-44-46,6-10-11-12-17-20-21-22-27-32-42-44-45-48-53-85-86-87-88-90-96-99-100,20-26-27-30-37-59-65-77-92
Whimsicott,Prankster-Infiltrator-Chlorophyll,Cotton Spore-Growth-Mega Drain-Leech Seed-Gust-Tailwind-Hurricane-Moonblast,1-1-1-1-10-28-46-50,6-10-11-12-15-16-17-20-21-22-27-29-30-32-42-44-45-46-48-53-56-68-85-86-87-88-89-90-92-96-99-100,11-20-26-27-30-33-37-59-65-77-89-90-92
Petilil,Chlorophyll-Own Tempo-Leaf Guard,Absorb-Growth-Leech Seed-Sleep Powder-Mega Drain-Synthesis-Magical Leaf-Stun Spore-Giga Drain-Aromatherapy-Helping Hand-Energy Ball-Entrainment-Sunny Day-After You-Leaf Storm,1-4-8-10-13-17-19-22-26-28-31-35-37-40-44-46,6-10-11-17-20-21-22-27-32-42-44-45-48-53-85-86-87-88-90-96-100,20-26-27-30-59-65-71-77-96
Lilligant,Chlorophyll-Own Tempo-Leaf Guard,Growth-Synthesis-Mega Drain-Leech Seed-Teeter Dance-Quiver Dance-Petal Dance-Petal Blizzard,1-1-1-1-10-28-46-50,6-10-11-15-16-17-20-21-22-27-32-42-44-45-48-53-68-75-85-86-87-88-90-96-100,0-20-26-27-30-50-59-65-71-77-96
Basculin,Reckless-Adaptability-Mold Breaker,Water Gun-Tail Whip-Tackle-Uproar-Headbutt-Bite-Aqua Jet-Chip Away-Take Down-Crunch-Aqua Tail-Soak-Double Edge-Scary Face-Flail-Final Gambit-Thrash-Head Smash,1-1-1-3-5-7-9-11-14-17-20-23-26-30-34-38-42-46,6-7-10-12-13-17-18-21-27-32-42-44-45-48-55-87-88-90-94-98-100,3-4-5-12-16-20-21-26-27-32-35-37-39-45-69-84-97-98
Sandile,Intimidate-Moxie-Anger Point,Rage-Leer-Bite-Sand Attack-Torment-Sand Tomb-Assurance-Mud Slap-Embargo-Swagger-Crunch-Dig-Scary Face-Foul Play-Sandstorm-Earthquake-Thrash,1-1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46,5-6-10-12-17-21-26-27-32-36-37-39-41-42-44-45-46-48-63-66-71-78-80-87-88-90-95-97-100,10-13-20-22-26-27-31-32-35-37-58-67-75-76-81
Krokorok,Intimidate-Moxie-Anger Point,Rage-Sand Attack-Bite-Leer-Torment-Sand Tomb-Assurance-Mud Slap-Embargo-Swagger-Crunch-Dig-Scary Face-Foul Play-Sandstorm-Earthquake-Thrash,1-1-1-1-10-13-16-19-22-25-28-32-36-40-44-48-52,5-6-10-12-17-21-26-27-31-32-36-37-39-41-42-44-45-46-47-48-56-59-63-65-66-71-78-80-86-87-88-90-95-97-100,7-10-13-20-22-26-27-31-32-35-37-58-67-75-76-77-81
Krookodile,Intimidate-Moxie-Anger Point,Power Trip-Rage-Sand Attack-Bite-Leer-Torment-Sand Tomb-Assurance-Mud Slap-Embargo-Swagger-Crunch-Dig-Scary Face-Foul Play-Sandstorm-Earthquake-Outrage,1-1-1-1-1-10-13-16-19-22-25-28-32-36-42-48-54-60,2-5-6-8-10-12-15-17-21-23-26-27-31-32-36-37-39-40-41-42-44-45-46-47-48-52-56-59-63-65-66-68-71-78-80-82-86-87-88-90-95-97-100,1-7-10-13-20-22-24-26-27-31-32-35-37-39-47-48-53-58-62-64-67-75-76-77-81-93-94-95
Darumaka,Hustle-Inner Focus,Tackle-Rollout-Incinerate-Rage-Fire Fang-Headbutt-Uproar-Facade-Fire Punch-Work Up-Thrash-Belly Drum-Flare Blitz-Taunt-Superpower-Overheat,1-3-6-9-11-14-17-19-22-25-27-30-33-35-39-42,1-5-6-10-11-12-17-21-22-27-31-32-35-38-39-42-43-44-45-46-48-50-56-61-74-80-86-87-88-89-90-100,2-13-15-20-26-27-30-35-36-37-39-43-52-55-69-77-85
Galarian Darumaka,Hustle-Inner Focus,Powder Snow-Tackle-Taunt-Bite-Avalanche-Work Up-Ice Fang-Headbutt-Ice Punch-Uproar-Belly Drum-Blizzard-Thrash-Superpower,1-1-4-8-12-16-20-24-28-32-36-40-44-48,,2-5-6-13-15-20-26-27-30-35-36-37-39-43-52-55-69-77-86
Galarian Darmanitan,Gorilla Tactics-Zen Mode,Bite-Icicle Crash-Powder Snow-Tackle-Taunt-Avalanche-Work Up-Ice Fang-Headbutt-Ice Punch-Uproar-Belly Drum-Blizzard-Thrash-Superpower,1-1-1-1-1-12-16-20-24-28-32-38-44-50-56,,1-2-5-6-10-11-13-15-20-21-26-27-30-35-36-37-39-43-46-48-52-55-64-69-74-75-77-85-99
Darmanitan,Sheer Force-Zen Mode,Hammer Arm-Rage-Tackle-Rollout-Incinerate-Fire Fang-Headbutt-Swagger-Facade-Fire Punch-Work Up-Thrash-Belly Drum-Flare Blitz-Taunt-Superpower-Overheat,0-1-1-1-1-11-14-17-19-22-25-27-30-33-39-47-54,1-5-6-8-10-11-12-15-17-21-22-23-26-27-29-31-32-35-38-39-41-42-43-44-45-46-48-50-52-56-61-66-68-71-74-78-80-86-87-88-89-90-100,1-2-10-11-13-15-20-21-26-27-30-34-35-36-37-38-39-43-46-48-52-55-64-69-74-75-77-85-99
Maractus,Water Absorb-Chlorophyll-Storm Drain,Spiky Shield-Absorb-After You-Peck-Cotton Guard-Sweet Scent-Growth-Pin Missile-Mega Drain-Synthesis-Cotton Spore-Needle Arm-Giga Drain-Acupressure-Ingrain-Petal Dance-Sucker Punch-Sunny Day-Petal Blizzard-Solar Beam,1-1-1-1-1-3-6-10-13-15-18-22-26-29-33-38-42-45-48-50,6-10-11-17-20-21-22-27-32-40-42-44-45-48-53-84-86-87-88-90-96-100,20-23-26-27-35-42-57-59-65-71-77-95
Dwebble,Sturdy-Shell Armor-Weak Armor,Fury Cutter-Rock Blast-Withdraw-Sand Attack-Feint Attack-Smack Down-Rock Polish-Bug Bite-Stealth Rock-Rock Slide-Slash-X Scissor-Shell Smash-Flail-Rock Wrecker,1-5-7-11-13-17-19-23-24-29-31-35-37-41-43,6-10-17-21-22-23-26-27-32-37-39-40-42-44-45-48-65-69-71-75-78-80-81-84-87-88-90-96-100,0-10-20-23-26-27-46-57-60-75-76
Crustle,Sturdy-Shell Armor-Weak Armor,Withdraw-Sand Attack-Shell Smash-Rock Blast-Feint Attack-Smack Down-Rock Polish-Bug Bite-Stealth Rock-Rock Slide-Slash-X Scissor-Flail-Rock Wrecker,1-1-1-1-13-17-19-23-24-29-31-38-50-55,6-10-15-17-21-22-23-26-27-32-37-39-40-42-44-45-48-65-68-69-71-75-78-80-81-84-87-88-90-96-100,0-10-20-23-26-27-46-57-60-75-76-79-99
Scraggy,Shed Skin-Moxie-Intimidate,Leer-Headbutt-Sand Attack-Feint Attack-Swagger-Low Kick-Payback-Brick Break-Chip Away-High Jump Kick-Scary Face-Crunch-Facade-Rock Climb-Focus Punch-Head Smash,1-1-5-9-12-16-20-23-27-31-34-38-42-45-48-50,1-2-5-6-8-10-11-12-17-18-21-23-27-31-32-36-39-41-42-44-45-47-48-52-56-66-71-80-82-84-86-87-88-90-95-97-100,7-17-20-22-26-27-31-32-37-46-47-48-51-57-58-62-64-69-74-75-77-81-85
Scrafty,Shed Skin-Moxie-Intimidate,Sand Attack-Feint Attack-Leer-Headbutt-Swagger-Low Kick-Payback-Brick Break-Chip Away-High Jump Kick-Scary Face-Crunch-Facade-Rock Climb-Focus Punch-Head Smash,1-1-1-1-12-16-20-23-27-31-34-38-45-51-58-65,1-2-5-6-8-10-11-12-15-17-18-21-23-27-31-32-36-39-41-42-44-45-46-47-48-52-56-66-68-71-80-82-84-86-87-88-90-95-97-100,7-17-20-22-24-26-27-31-32-37-46-47-48-51-53-57-58-62-64-69-74-75-77-81-85-95
Sigilyph,Wonder Skin-Magic Guard-Tinted Lens,Gust-Miracle Eye-Hypnosis-Psywave-Tailwind-Whirlwind-Psybeam-Air Cutter-Light Screen-Reflect-Synchronoise-Mirror Move-Gravity-Air Slash-Psychic-Cosmic Power-Sky Attack,1-1-4-8-11-14-18-21-24-28-31-34-38-41-44-48-50,3-4-6-10-13-15-16-17-18-19-20-21-22-23-27-29-30-32-33-40-42-44-45-46-48-51-53-57-73-76-77-85-87-88-90-91-92-97-99-100,5-11-20-25-26-27-33-34-36-38-40-44-49-58-65-69-70-82-92
Galarian Yamask,Wandering Spirit,Astonish-Protect-Haze-Night Shade-Disable-Brutal Swing-Crafty Shield-Hex-Mean Look-Slam-Curse-Shadow Ball-Earthquake-Guard Split-Power Split-Destiny Bond,1-1-4-8-12-16-20-24-28-32-36-40-44-48-48-52,,10-11-20-26-27-33-38-40-46-49-54-58-65-67-68-69-83
Yamask,Mummy,Protect-Astonish-Disable-Haze-Night Shade-Hex-Will O Wisp-Ominous Wind-Curse-Power Split-Guard Split-Shadow Ball-Grudge-Mean Look-Destiny Bond,1-1-5-9-13-17-21-25-29-33-33-37-41-45-49,4-6-10-17-18-20-21-27-29-30-32-42-44-45-46-48-53-61-63-66-77-83-85-87-88-90-92-97-100,11-20-26-27-33-38-40-46-49-54-58-65-68-69-83
Cofagrigus,Mummy,Scary Face-Protect-Astonish-Disable-Haze-Night Shade-Hex-Will O Wisp-Ominous Wind-Curse-Power Split-Guard Split-Shadow Ball-Grudge-Mean Look-Destiny Bond,0-1-1-1-1-13-17-21-25-29-33-33-39-45-51-57,4-6-10-15-17-18-20-21-27-29-30-32-42-44-45-46-48-53-61-63-66-68-77-83-85-86-87-88-90-92-97-100,11-20-26-27-33-38-40-46-49-54-58-65-68-69-77-83-99
Tirtouga,Solid Rock-Sturdy-Swift Swim,Bide-Water Gun-Withdraw-Rollout-Bite-Protect-Aqua Jet-Ancient Power-Crunch-Wide Guard-Brine-Smack Down-Curse-Shell Smash-Aqua Tail-Rock Slide-Rain Dance-Hydro Pump,1-1-1-5-8-11-15-18-21-25-28-31-35-38-41-45-48-50,6-10-13-14-17-18-21-23-26-27-32-37-39-42-44-45-48-55-69-71-78-80-87-88-90-94-98-100,1-3-4-5-6-10-16-20-26-27-31-32-45-46-67-69-75-76-84-98
Carracosta,Solid Rock-Sturdy-Swift Swim,Bide-Water Gun-Withdraw-Rollout-Bite-Protect-Aqua Jet-Ancient Power-Crunch-Wide Guard-Brine-Smack Down-Curse-Shell Smash-Aqua Tail-Rock Slide-Rain Dance-Hydro Pump,1-1-1-1-8-11-15-18-21-25-28-31-35-40-45-51-56-61,6-10-13-14-15-17-18-21-23-26-27-32-37-39-42-44-45-48-52-55-68-69-71-78-80-87-88-90-94-98-100,1-3-4-5-6-7-10-16-20-26-27-31-32-39-45-46-64-67-69-74-75-76-84-98
Archen,Defeatist,Wing Attack-Quick Attack-Leer-Rock Throw-Double Team-Scary Face-Pluck-Ancient Power-Agility-Quick Guard-Acrobatics-Dragon Breath-Crunch-Endeavor-U Turn-Rock Slide-Dragon Claw-Thrash,1-1-1-5-8-11-15-18-21-25-28-31-35-38-41-45-48-50,2-5-6-10-12-17-19-21-23-26-27-32-37-39-40-41-42-44-45-48-51-62-65-69-71-78-80-87-88-89-90-100,10-12-20-26-27-31-32-35-36-37-46-47-62-67-69-75-76-83
Archeops,Defeatist,Wing Attack-Quick Attack-Rock Throw-Leer-Double Team-Scary Face-Pluck-Ancient Power-Agility-Quick Guard-Acrobatics-Dragon Breath-Crunch-Endeavor-U Turn-Rock Slide-Dragon Claw-Thrash,1-1-1-1-8-11-15-18-21-25-28-31-35-40-45-51-56-61,2-5-6-10-12-15-17-19-21-23-26-27-32-37-39-40-41-42-44-45-48-51-52-62-65-68-69-71-76-78-80-82-87-88-89-90-100,10-12-20-24-26-27-31-32-35-36-37-46-47-62-64-67-69-75-76-83
Trubbish,Stench-Sticky Hold-Aftermath,Poison Gas-Pound-Recycle-Toxic Spikes-Acid Spray-Double Slap-Sludge-Stockpile-Swallow-Take Down-Sludge Bomb-Clear Smog-Toxic-Amnesia-Belch-Gunk Shot-Explosion,1-1-3-7-12-14-18-23-23-25-29-34-36-40-42-45-47,6-9-10-11-17-18-21-27-32-34-36-42-44-45-46-48-64-66-83-87-88-90-97-100,17-20-22-23-26-27-54-58-59-73-78-91
Garbodor,Stench-Weak Armor-Aftermath,Recycle-Toxic Spikes-Poison Gas-Pound-Acid Spray-Double Slap-Sludge-Stockpile-Swallow-Body Slam-Sludge Bomb-Clear Smog-Toxic-Amnesia-Belch-Gunk Shot-Explosion,1-1-1-1-12-14-18-23-23-25-29-34-39-46-49-54-59,6-9-10-11-15-17-18-21-22-23-24-27-29-32-34-36-42-44-45-46-48-52-56-64-66-68-69-83-87-88-90-97-100,1-8-11-17-20-22-23-26-27-54-58-59-64-73-78-91-99
Zorua,Illusion,Leer-Scratch-Pursuit-Fake Tears-Fury Swipes-Feint Attack-Scary Face-Taunt-Foul Play-Torment-Agility-Embargo-Punishment-Nasty Plot-Imprison-Night Daze,1-1-5-9-13-17-21-25-29-33-37-41-45-49-53-57,4-5-6-10-11-12-17-18-21-27-30-32-40-41-42-44-45-46-48-56-63-66-75-77-86-87-88-89-90-95-97-100,0-12-20-22-26-27-33-35-37-38-42-49-58-68-77-81
Zoroark,Illusion,Night Slash-Pursuit-Hone Claws-Night Daze-U Turn-Imprison-Leer-Scratch-Fury Swipes-Feint Attack-Scary Face-Taunt-Foul Play-Torment-Agility-Embargo-Punishment-Nasty Plot,0-1-1-1-1-1-1-1-13-17-21-25-29-34-39-44-49-54,4-5-6-10-11-12-15-17-18-21-27-30-32-35-40-41-42-44-45-46-47-48-52-56-63-65-66-68-75-77-86-87-88-89-90-95-97-100,0-2-7-12-20-22-26-27-30-33-35-37-38-42-49-58-64-68-77-81-95
Minccino,Cute Charm-Technician-Skill Link,Pound-Baby Doll Eyes-Helping Hand-Tickle-Double Slap-Encore-Swift-Sing-Tail Slap-Charm-Wake Up Slap-Echoed Voice-Slam-Captivate-Hyper Voice-Last Resort-After You,1-3-7-9-13-15-19-21-25-27-31-33-37-39-43-45-49,1-4-6-10-11-17-18-20-21-24-27-32-42-44-45-46-48-49-56-73-86-87-88-89-90-99-100,8-20-26-27-30-31-35-42-49-59-73-77-85-90-92
Cinccino,Cute Charm-Technician-Skill Link,Sing-Helping Hand-Bullet Seed-Tail Slap-Tickle-Rock Blast,1-1-1-1-1-1,1-4-6-10-11-15-16-17-18-20-21-24-25-27-32-42-44-45-46-48-49-52-56-68-73-86-87-88-89-90-99-100,8-9-20-26-27-30-31-35-42-49-59-64-73-77-85-90-92
Gothita,Frisk-Competitive-Shadow Tag,Pound-Confusion-Tickle-Play Nice-Fake Tears-Double Slap-Psybeam-Embargo-Feint Attack-Psyshock-Flatter-Future Sight-Heal Block-Psychic-Telekinesis-Charm-Magic Room,1-3-7-8-10-14-16-19-24-25-28-31-33-37-40-46-48,3-4-6-10-12-16-17-18-20-21-24-27-29-30-32-33-39-41-42-44-45-46-48-53-56-57-63-66-73-77-80-85-86-87-88-90-92-97-100,8-11-20-25-26-27-33-34-35-37-38-40-49-58-65-68-69-77-81-82-83
Gothorita,Frisk-Competitive-Shadow Tag,Tickle-Confusion-Pound-Play Nice-Fake Tears-Double Slap-Psybeam-Embargo-Feint Attack-Psyshock-Flatter-Future Sight-Heal Block-Psychic-Telekinesis-Charm-Magic Room,1-1-1-1-10-14-16-19-24-25-28-31-34-39-43-50-53,3-4-6-10-12-16-17-18-20-21-24-27-29-30-32-33-39-41-42-44-45-46-48-53-56-57-63-66-73-77-80-85-86-87-88-90-92-97-100,8-11-20-25-26-27-33-34-35-37-38-40-49-58-65-68-69-77-81-82-83
Gothitelle,Frisk-Competitive-Shadow Tag,Tickle-Confusion-Pound-Play Nice-Fake Tears-Double Slap-Psybeam-Embargo-Feint Attack-Psyshock-Flatter-Future Sight-Heal Block-Psychic-Telekinesis-Charm-Magic Room,1-1-1-1-10-14-16-19-24-25-28-31-34-39-45-54-59,3-4-6-10-12-15-16-17-18-20-21-24-27-29-30-31-32-33-39-41-42-44-45-46-47-48-53-56-57-63-66-68-73-77-80-85-86-87-88-90-92-97-100,8-11-20-25-26-27-33-34-35-37-38-40-44-49-58-65-68-69-77-81-82-83
Solosis,Overcoat-Magic Guard-Regenerator,Psywave-Reflect-Rollout-Snatch-Hidden Power-Light Screen-Charm-Recover-Psyshock-Endeavor-Future Sight-Pain Split-Psychic-Skill Swap-Heal Block-Wonder Room,1-3-7-10-14-16-19-24-25-28-31-33-37-40-46-48,3-4-6-10-16-17-18-20-21-25-27-29-30-32-33-39-42-44-45-48-53-63-64-73-74-77-80-83-85-87-88-90-91-92-100,9-11-20-25-26-27-30-33-34-38-40-46-49-52-65-69-70-82-83
Duosion,Overcoat-Magic Guard-Regenerator,Snatch-Psywave-Rollout-Reflect-Hidden Power-Light Screen-Charm-Recover-Psyshock-Endeavor-Future Sight-Pain Split-Psychic-Skill Swap-Heal Block-Wonder Room,1-1-1-1-14-16-19-24-25-28-31-34-39-43-50-53,3-4-6-10-16-17-18-20-21-25-27-29-30-32-33-39-42-44-45-48-53-63-64-73-74-77-80-83-85-87-88-90-91-92-100,9-11-20-25-26-27-30-33-34-38-40-46-49-52-65-69-70-82-83
Reuniclus,Overcoat-Magic Guard-Regenerator,Dizzy Punch-Snatch-Psywave-Rollout-Reflect-Hidden Power-Light Screen-Charm-Recover-Psyshock-Endeavor-Future Sight-Pain Split-Psychic-Skill Swap-Heal Block-Wonder Room,0-1-1-1-1-14-16-19-24-25-28-31-34-39-45-54-59,3-4-6-10-15-16-17-18-20-21-25-27-29-30-32-33-39-42-44-45-48-52-53-56-63-64-68-73-74-77-80-83-85-86-87-88-90-91-92-100,9-11-20-25-26-27-30-33-34-38-39-40-46-49-52-64-65-69-70-77-82-83
Ducklett,Keen Eye-Big Pecks-Hydration,Water Gun-Water Sport-Defog-Wing Attack-Water Pulse-Aerial Ace-Bubble Beam-Feather Dance-Aqua Ring-Air Slash-Roost-Rain Dance-Tailwind-Brave Bird-Hurricane,1-3-6-9-13-15-19-21-24-27-30-34-37-41-46,6-7-10-13-17-18-19-21-27-32-40-42-44-45-48-51-55-76-87-88-90-94-100,
Swanna,Keen Eye-Big Pecks-Hydration,Wing Attack-Water Gun-Water Sport-Defog-Water Pulse-Aerial Ace-Bubble Beam-Feather Dance-Aqua Ring-Air Slash-Roost-Rain Dance-Tailwind-Brave Bird-Hurricane,1-1-1-1-13-15-19-21-24-27-30-34-40-47-55,6-7-10-13-15-17-18-19-21-27-32-40-42-44-45-48-51-55-68-76-87-88-90-94-100,
Vanillite,Ice Body-Snow Cloak-Weak Armor,Icicle Spear-Harden-Astonish-Uproar-Icy Wind-Mist-Avalanche-Taunt-Mirror Shot-Acid Armor-Ice Beam-Hail-Mirror Coat-Blizzard-Sheer Cold,1-4-7-10-13-16-19-22-26-31-35-40-44-49-53,6-7-10-12-13-14-16-17-18-21-27-32-42-44-45-48-64-79-87-88-90-91-100,5-6-20-26-27-35-37-42-46-70-83
Vanillish,Ice Body-Snow Cloak-Weak Armor,Uproar-Astonish-Harden-Icicle Spear-Icy Wind-Mist-Avalanche-Taunt-Mirror Shot-Acid Armor-Ice Beam-Hail-Mirror Coat-Blizzard-Sheer Cold,1-1-1-1-13-16-19-22-26-31-36-42-47-53-58,6-7-10-12-13-14-16-17-18-21-27-32-42-44-45-48-64-79-87-88-90-91-100,5-6-20-26-27-35-37-42-46-70-83
Vanilluxe,Ice Body-Snow Warning-Weak Armor,Weather Ball-Uproar-Astonish-Harden-Sheer Cold-Icicle Spear-Freeze Dry-Icy Wind-Mist-Avalanche-Taunt-Mirror Shot-Acid Armor-Ice Beam-Hail-Mirror Coat-Blizzard,1-1-1-1-1-1-1-13-16-19-22-26-31-36-42-50-59,6-7-10-12-13-14-15-16-17-18-21-27-32-42-44-45-48-64-68-79-87-88-90-91-100,5-6-20-26-27-35-37-42-46-70-83
Deerling,Chlorophyll-Sap Sipper-Serene Grace,Tackle-Camouflage-Growl-Sand Attack-Double Kick-Leech Seed-Feint Attack-Take Down-Jump Kick-Aromatherapy-Energy Ball-Charm-Nature Power-Double Edge-Solar Beam,1-1-4-7-10-13-16-20-24-28-32-36-41-46-51,1-6-10-11-16-17-18-20-21-22-27-30-32-42-44-45-48-49-53-73-86-87-88-90-93-96-100,
Sawsbuck,Chlorophyll-Sap Sipper-Serene Grace,Horn Leech-Megahorn-Tackle-Sand Attack-Camouflage-Growl-Double Kick-Leech Seed-Feint Attack-Take Down-Jump Kick-Aromatherapy-Energy Ball-Charm-Nature Power-Double Edge-Solar Beam,0-1-1-1-1-1-10-13-16-20-24-28-32-36-44-52-60,1-6-10-11-15-16-17-18-20-21-22-27-30-32-42-44-45-48-49-53-68-73-75-86-87-88-90-93-96-100,
Emolga,Static-Motor Drive,Thunder Shock-Quick Attack-Tail Whip-Charge-Spark-Nuzzle-Pursuit-Double Team-Shock Wave-Electro Ball-Acrobatics-Light Screen-Encore-Volt Switch-Agility-Discharge,1-4-7-10-13-15-16-19-22-26-30-34-38-42-46-50,6-10-12-16-17-18-19-21-24-25-27-32-40-42-44-45-48-56-57-62-72-73-87-88-89-90-93-100,8-9-12-20-26-27-29-30-31-37-65-80-86
